year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1819,31 Aug,14:30:00,60.2,13.65,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,2,N/A,BAL,BR4,"Hemnes, Norway"
1820,01 Mar,00:00:00,53.56,-168.1,N/A,N/A,N/A,0.5,N/A,N/A,1,0,V,1,N/A,A-A,LA1,"N coast of Umnak Is., Aleutian"
1820,17 Mar,00:00:00,38.8,20.8,N/A,6.6,N/A,N/A,N/A,N/A,0,0,E,0,N/A,MED,SO1,N/A
1820,04 May,00:00:00,19.2,-99.1,N/A,8.0,N/A,1.5,3.4,N/A,3,M,E,4,N/A,CAM,SG2,"MEXICO:  MEXICO CITY,ACAPULCO"
1820,23 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1820,29 Dec,00:00:00,-7.0,119.0,80,7.5,N/A,3.5,24.0,4.0,3,L,E,4,N/A,IND,SG1,INDONESIA:  SUMBAWA
1821,09 Jan,18:45:00,37.8,21.3,N/A,6.5,N/A,3.0,N/A,5.0,0,0,E,4,N/A,MED,GTC,"Patras Gulf, Ionian Sea"
1821,17 Nov,13:30:00,45.7,26.8,150,6.5,N/A,0.0,N/A,N/A,0,0,E,4,N/A,BLA,NIK1,"Black Sea, Romania, Wranch area"
1822,20 Mar,00:00:00,36.1,37.2,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,ANT,N/A
1822,10 Apr,00:00:00,37.45,14.25,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,ANT,N/A
1822,07 May,23:00:00,9.5,-83.0,N/A,7.6,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Costa Rica, Nicaragua"
1822,13 Aug,20:00:00,36.0,36.0,N/A,7.1,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1822,19 Nov,02:30:00,-33.7,-71.6,N/A,8.5,N/A,2.0,3.5,2.0,1,M,E,3,N/A,SAM,LOC,"Valparaiso, Central Chile"
1823,05 Mar,16:37:00,38.0,13.95,N/A,5.9,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,GTC,Northern Sicily
1823,20 Aug,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,4.0,0,0,E,2,N/A,MED,SO1,N/A
1823,09 Sep,00:00:00,-6.5,108.5,150,6.8,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,DJAWA (JAVA)
1823,30 Sep,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,MED,SO1,N/A
1823,30 Nov,03:10:00,14.2,-61.1,N/A,N/A,N/A,2.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Saint-Pierre, Martinique"
1824,30 Nov,00:00:00,55.0,-164.0,N/A,N/A,N/A,0.5,N/A,N/A,1,0,V,2,N/A,A-A,LLO,ALASKA
1824,26 Jun,00:00:00,29.4,52.3,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,ANT,N/A
1824,13 Sep,00:00:00,50.0,-4.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,NEA,PARC,"Plymouth, England"
1824,13 Sep,00:00:01,16.3,-61.5,N/A,N/A,N/A,1.5,N/A,N/A,0,0,E,2,N/A,CAR,LWO,GuadelupeE
1824,26 Oct,00:00:00,14.2,121.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,1,N/A,PHI,SG1,W. LUZON
1824,30 Nov,05:45:00,14.5,-61.0,N/A,N/A,N/A,2.0,N/A,N/A,0,0,E,2,N/A,CAR,LWO,"St. Pierre, Martinique"
1825,03 Jan,00:00:00,55.7,12.8,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,BAL,BR4,"Copenhagen, Denmark"
1825,19 Jan,11:45:00,38.8,20.7,N/A,6.8,N/A,1.0,N/A,2.0,0,0,E,1,N/A,MED,PAP,Ionian Sea
1825,31 Jan,19:00:00,16.5,-87.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Roatan Is., Gonduras"
1825,21 Mar,00:00:00,54.8,-164.0,N/A,N/A,N/A,0.5,N/A,N/A,1,0,V,1,N/A,A-A,SG1,E. ALEUTIAN ISLANDS
1825,20 Sep,04:45:00,10.4,-61.3,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,2,N/A,CAR,LWO,"Demerara County, British Guian"
1826,31 Dec,00:00:00,27.0,132.0,N/A,N/A,N/A,2.5,6.0,N/A,1,M,E,3,N/A,JAP,SG1,"CHICHI JIMA,RYUKYU. JAPAN"
1826,18 Mar,00:20:00,43.8,13.0,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1826,22 Oct,00:00:00,55.0,-165.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,V,0,N/A,A-A,LA1,Alaska
1827,18 Jan,00:00:00,38.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,2,0,M,1,N/A,CAM,LLK,N. CALIF.
1827,08 Aug,00:00:00,54.8,-159.55,N/A,N/A,N/A,N/A,N/A,N/A,1,0,EV,0,N/A,A-A,LA1,"Chernabura Is., Alaska Pen."
1827,09 Aug,03:00:00,52.0,158.0,N/A,N/A,N/A,1.5,2.0,1.0,1,0,U,2,N/A,K-K,SOL,"Kamchatka peninsula, USSR"
1827,16 Nov,22:45:00,-1.8,-76.4,10,7.0,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SG2,Cilumbia
1827,30 Nov,03:00:00,14.5,-61.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAR,LWO,Martinique
1828,30 Mar,12:35:00,-12.1,-77.8,50,8.2,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SG2,Columbia
1828,26 May,00:00:00,32.6,129.9,N/A,6.4,N/A,N/A,N/A,N/A,0,0,E,4,N/A,JAP,IID,"Amakusa,Nagasaki Pref.. Japan"
1828,09 Oct,02:20:00,43.7,9.0,N/A,5.7,N/A,1.0,N/A,2.0,0,0,E,4,N/A,MED,GTC,Ligurian Sea
1828,09 Nov,09:18:00,14.2,121.0,N/A,7.5,N/A,0.5,N/A,N/A,0,0,E,1,N/A,PHI,SG1,W. LUZON
1828,03 Dec,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,BAL,PARC,Southern shore of Baltic
1829,29 Feb,00:00:00,20.0,-160.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,HAW,WWT,HAWAII
1829,23 May,00:00:00,41.0,29.0,N/A,5.6,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,Marmara Sea
1829,26 Sep,14:30:00,-33.1,-71.6,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,C. CHILE
1830,10 Jan,00:00:00,53.0,5.0,N/A,N/A,N/A,2.0,N/A,N/A,0,0,U,1,N/A,NEA,BR4,Holland
1830,18 Jan,00:00:00,14.6,120.9,N/A,N/A,N/A,0.0,N/A,N/A,0,0,E,2,N/A,PHI,SG1,"Manila, Philippines"
1830,16 Sep,00:00:00,14.5,120.9,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,PHI,SG1,"Manila, Philippines"
1830,03 Dec,21:40:00,12.4,-61.45,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Grenada, Trinidad"
1831,26 May,11:30:00,43.8,7.8,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1831,02 Jul,00:00:00,37.1,12.5,N/A,N/A,N/A,0.0,N/A,1.0,0,0,E,2,N/A,MED,SO1,N/A
1831,03 Dec,00:00:00,11.0,-61.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,CAR,WWT,"Trinidad, St. Christopher"
1832,08 Mar,18:30:00,39.0,17.0,N/A,6.7,N/A,1.0,N/A,2.0,0,0,E,4,N/A,MED,GTC,Ionian Calabria
1833,19 Jan,00:00:00,40.4,19.9,N/A,6.4,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,PAP,Albania
1833,10 Mar,00:00:00,16.6,-99.6,N/A,N/A,N/A,0.5,N/A,1.0,1,0,E,3,N/A,CAM,SG2,"Acapulco, Mexico"
1833,24 Nov,00:00:00,-3.5,102.2,75,8.2,N/A,2.5,N/A,N/A,0,0,E,4,N/A,IND,SG1,INDONESIA:  SUMATERA:  BENGKUL
1833,07 Dec,00:00:00,38.9,139.15,N/A,7.4,N/A,2.5,9.0,3.0,5,M,E,4,N/A,JAP,IID,Off Niigata Pref..Japan:UZON
1834,09 Feb,00:00:00,43.3,141.4,N/A,6.4,N/A,1.0,N/A,1.0,1,0,E,4,N/A,JAP,IID,"Ishikari Bay,W.Hokkaido. Japan"
1834,13 Mar,00:00:00,16.0,-100.0,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAM,SG2,"Acapulco, Mexico"
1834,14 Mar,00:00:00,16.0,-74.0,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAR,WWT,S. MEXICO
1835,20 Feb,15:30:00,-36.5,-72.6,N/A,8.5,N/A,3.0,24.0,3.5,17,L,E,4,N/A,SAM,LOC,"Conception, Sourthern Chile"
1835,11 Apr,00:00:00,19.0,-155.0,N/A,N/A,N/A,N/A,N/A,N/A,2,0,E,0,N/A,HAW,WWT,Hawaii
1835,12 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.0,0,0,U,2,N/A,MED,SO1,N/A
1835,20 Jul,04:06:00,37.9,141.9,N/A,7.6,N/A,2.0,5.0,2.0,4,M,E,4,N/A,JAP,IID,Off Miyagi Pref..Japan:SANRIKU
1835,19 Aug,00:00:00,37.9,141.9,N/A,N/A,N/A,N/A,N/A,2.0,0,0,E,0,N/A,JAP,IID,"OFF NIYAGI PR.,SE.HOKKAIDO,JAP"
1836,05 Mar,00:00:00,N/A,N/A,N/A,N/A,N/A,0.5,N/A,N/A,0,0,E,2,N/A,IND,SG1,"Bima, Flores Sea, Indonesia"
1836,25 Apr,00:20:00,39.55,16.7,N/A,6.2,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,SO1,Ionian Calabria
1836,03 Jul,12:30:00,-22.55,-70.26,N/A,7.5,N/A,1.0,N/A,1.0,1,S,E,1,N/A,SAM,SG2,Northern Chile
1836,05 Sep,00:00:00,37.7,142.0,N/A,5.9,N/A,N/A,N/A,1.0,0,0,U,0,N/A,JAP,IID,"OFF MIYAGI PREF., JAPAN"
1836,28 Nov,00:00:00,N/A,N/A,N/A,7.5,N/A,0.5,N/A,N/A,0,0,E,2,N/A,IND,SG1,"Bima, Flores Sea, Indonesia"
1837,01 Jan,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,4.0,0,0,U,2,N/A,MED,ANT,N/A
1837,26 Jul,12:51:00,14.5,-87.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAR,LWO,Martinique
1837,02 Aug,00:00:00,18.2,-64.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAR,SGN,ANTILLES:  ST THOMAS
1837,09 Aug,00:00:00,16.5,-100.0,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAM,SG2,Acapulko
1837,31 Aug,00:00:00,5.5,96.0,100,7.2,N/A,0.5,N/A,N/A,0,0,E,2,N/A,IND,SG1,BANDA ATJEH
1837,18 Oct,00:00:00,16.5,-100.0,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Acapulco
1837,20 Oct,00:00:00,16.5,-100.0,N/A,6.8,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Acapulco
1837,21 Oct,00:00:00,16.5,-100.0,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Acapulco
1837,22 Oct,00:00:00,16.5,-100.0,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Acapulco
1837,07 Nov,11:05:00,-42.5,-74.0,N/A,8.5,9.2,3.0,6.0,3.0,20,M,E,4,N/A,SAM,LOC,"Corral, Southern Chile"
1838,07 May,00:00:00,-36.7,-73.1,N/A,N/A,N/A,N/A,N/A,N/A,0,N,E,2,N/A,SAM,LOC,C. CHILE
1838,10 Aug,20:30:00,45.3,14.5,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1838,23 Jan,18:36:00,45.6,26.6,150,7.5,N/A,0.0,N/A,N/A,0,0,E,4,N/A,BLA,NIK1,"Black Sea, Romania, Wranch area"
1839,12 Feb,00:00:00,-33.6,-76.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,1,N/A,SAM,SG2,"West of Valparaiso, Chile"
1839,29 Feb,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,1,N/A,HAW,LLO,Hawaii
1839,01 May,00:00:00,42.5,145.0,40,7.0,N/A,N/A,N/A,1.0,0,0,E,4,N/A,JAP,IID,"Kushiro,SE.Hokkaido. Japan"
1840,30 Nov,00:00:00,19.25,-155.2,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,1,N/A,HAW,LLO,"Kilauea, SE coast of Hawaii Is"
1840,04 Jan,00:00:00,-7.4,110.0,150,7.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,S. JAVA SEA
1840,16 Jan,00:00:00,37.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,M,1,N/A,CAM,LLO,"SANTA CRUZ, S. CALIFORIA"
1840,28 Jan,00:00:00,-12.16,-77.03,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,SAM,SG2,"Chorrillos, Lima, Peru"
1840,14 Feb,00:00:00,0.78,127.38,N/A,N/A,N/A,0.5,N/A,N/A,0,0,V,2,N/A,IND,SG1,"Ternate Is., Indonesia"
1840,22 Mar,00:00:00,12.4,123.5,N/A,6.5,N/A,1.0,N/A,1.0,0,S,E,1,N/A,PHI,SG1,"PHILIPPINES:  SORSOGON,MASBATE"
1840,14 Nov,00:00:00,39.8,-75.2,N/A,5.2,N/A,1.0,0.0,N/A,1,0,E,2,N/A,NWA,LWL,"Delaware river, Philadelphia"
1841,17 May,21:30:00,52.5,160.0,30,8.5,9.0,3.0,15.0,2.0,6,L,E,4,N/A,K-K,SOL,"Kamchatka peninsula, USSR"
1841,12 Sep,12:00:00,52.0,-6.0,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,NEA,PARC,"Kilmore, Wexford, Ireland"
1841,26 Nov,00:00:00,-5.0,130.0,N/A,N/A,N/A,1.5,3.0,1.5,2,M,E,3,N/A,IND,SG1,"MOLUCCAS, INDONESIA"
1841,16 Dec,00:00:00,-5.0,130.0,N/A,6.0,N/A,1.5,1.5,1.0,4,S,E,3,N/A,IND,SG1,"BANDA SEA, INDONESIA"
1842,07 May,17:30:00,18.5,-72.5,N/A,7.7,N/A,3.0,8.3,N/A,10,L,E,4,N/A,CAR,LWO,"Hispaniola, Haiti"
1843,05 Jan,00:00:00,1.5,98.0,70,7.2,N/A,2.0,N/A,N/A,1,0,E,4,N/A,IND,SG1,SW. SUMATRA
1843,07 Feb,00:00:00,-7.2,114.0,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,IND,SG1,JAVA
1843,08 Feb,10:30:00,16.5,-62.2,N/A,8.3,N/A,1.0,N/A,N/A,0,0,E,4,N/A,CAR,LWO,"Guadelupe, Antigua"
1843,17 Feb,00:00:00,17.0,-61.8,N/A,N/A,N/A,0.0,N/A,N/A,0,0,V,2,N/A,CAR,LWO,Antigua
1843,25 Apr,06:00:00,44.7,149.7,40,8.2,N/A,3.0,4.5,2.0,6,M,E,4,N/A,K-K,IID,"Kushiro,Nemuro,E.Hokkaid.Japan"
1843,05 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,MED,GTC,Cornwall
1843,08 Jul,05:15:00,-39.9,175.0,N/A,7.5,N/A,N/A,0.5,N/A,1,0,E,1,N/A,NZT,FRA,"NEW ZEALAND, Wanganui"
1843,14 Sep,10:30:00,42.6,18.1,N/A,6.5,N/A,2.0,N/A,4.0,0,0,E,2,N/A,MED,SO1,DALMATIA
1843,18 Oct,00:00:00,36.3,27.6,N/A,6.5,N/A,2.0,N/A,4.0,0,0,E,2,N/A,MED,SO1,N/A
1843,22 Dec,16:00:00,50.0,-2.5,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,NEA,PARC,"Channel Islands, England"
1844,03 Mar,18:25:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1844,08 Mar,00:00:00,38.0,139.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,M,1,N/A,JAP,IID,"Imamachi, Niigata Pref., Japan"
1844,22 Mar,10:13:00,43.4,16.7,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,N/A
1844,30 Apr,00:00:00,11.2,-84.8,N/A,7.5,N/A,N/A,N/A,N/A,0,0,E,2,N/A,CAM,MOL,"Lake Nicaragua, Nicaragua"
1844,17 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1844,22 Oct,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1845,30 Nov,00:00:00,60.0,-140.0,N/A,N/A,N/A,3.0,N/A,N/A,2,0,L,3,N/A,A-A,SG2,"YAKUTAT, ALASKA"
1845,08 Feb,00:00:00,-1.3,124.5,N/A,7.0,N/A,N/A,N/A,N/A,0,0,E,3,N/A,IND,SG1,"N. MOLUCCA IS., INDONESIA"
1845,07 Apr,00:00:00,19.2,-99.1,N/A,8.5,N/A,1.5,N/A,N/A,1,0,E,3,N/A,CAM,SG2,S. MEXICO
1845,18 Jun,00:00:00,36.4,13.44,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,N/A
1845,20 Jun,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1845,05 Jul,00:00:00,-39.93,175.03,N/A,N/A,N/A,0.5,1.0,N/A,2,0,E,2,N/A,NZT,SG2,"Wanganui, N. New Zealand"
1845,16 Aug,16:38:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,1,N/A,MED,SO1,N/A
1845,31 Aug,00:00:00,32.74,129.88,N/A,N/A,N/A,N/A,N/A,1.0,0,0,E,0,N/A,JAP,IID,"Nagasaki, Japan"
1845,24 Sep,00:00:00,49.5,0.0,N/A,N/A,N/A,0.0,N/A,N/A,0,0,U,1,N/A,NEA,PARC,"Le Havre, France"
1846,25 Jan,00:00:00,2.0,126.5,N/A,7.2,N/A,0.5,N/A,N/A,0,0,E,4,N/A,IND,SG1,"N. MOLUCCAS, INDONESIA"
1846,29 Feb,00:00:00,39.5,142.5,N/A,6.9,N/A,1.0,N/A,1.0,0,L,E,4,N/A,JAP,IID,"Iwate Pref., Japan"
1846,25 Jul,17:30:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,ISMIR
1846,14 Aug,12:53:00,43.5,10.55,N/A,5.6,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,SO1,Tuscany
1846,25 Aug,17:23:00,43.5,10.5,N/A,N/A,N/A,2.0,N/A,4.0,0,0,U,3,N/A,MED,SO1,N/A
1846,30 Sep,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,ANT,N/A
1846,03 Dec,00:00:00,43.3,10.7,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,SO1,N/A
1847,31 Mar,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1847,23 May,00:00:00,-12.1,-77.1,N/A,N/A,N/A,1.5,N/A,N/A,1,S,E,2,N/A,SAM,SG2,PERU
1847,26 Aug,00:00:00,N/A,N/A,N/A,N/A,N/A,1.0,N/A,2.0,0,0,U,0,N/A,MED,GTC,Campania
1847,27 Aug,00:00:00,38.87,141.77,N/A,N/A,N/A,1.5,N/A,N/A,0,M,U,2,N/A,JAP,SG1,"Iwate Pref., Miyagi Pref., Jap"
1847,19 Oct,00:00:00,-29.9,-71.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,SAM,LOC,NC. CHILE
1848,31 May,00:00:00,52.95,158.55,N/A,N/A,N/A,N/A,N/A,N/A,1,0,U,1,N/A,K-K,SOL,"Avacha Bay, Kamchatka"
1848,12 Jul,00:00:00,-17.66,-149.5,N/A,N/A,N/A,2.0,N/A,N/A,2,0,E,2,N/A,PAC,SG2,"Tahiti, SE Pacific"
1848,15 Oct,14:10:00,-41.2,174.2,N/A,7.1,N/A,0.5,0.36,1.0,2,N,E,2,N/A,NZT,SG2,"N. NEW ZEALAND, Lower Wairau"
1848,17 Oct,00:00:00,-41.0,175.0,N/A,7.0,N/A,0.5,N/A,N/A,1,0,E,2,N/A,NZT,SG2,NEW ZEALAND
1849,25 Jan,06:56:00,14.0,143.3,N/A,7.5,N/A,2.0,3.5,1.0,2,M,E,3,N/A,PHI,SG1,"MARIANA I., LADRON"
1849,20 Jul,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1849,28 Oct,09:00:00,55.0,166.0,20,7.5,N/A,N/A,N/A,N/A,2,0,E,4,N/A,K-K,SGN,"Kamchatka peninsula, USSR"
1849,17 Dec,10:10:00,-29.9,-71.4,N/A,7.5,N/A,2.0,5.0,2.0,1,M,E,4,N/A,SAM,SG2,"Coquimbo, North Central Chile"
1850,30 Nov,00:00:00,20.6,134.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,1,N/A,PHI,SG1,West of Mariana Is.
1850,21 Jan,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1850,16 May,07:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,MED,SO1,N/A
1850,20 Jul,00:00:00,39.5,142.0,N/A,N/A,N/A,N/A,N/A,1.0,0,0,L,2,N/A,JAP,IID,Sanriku. Japan
1850,20 Oct,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1850,19 Dec,00:00:00,49.7,-1.6,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,NEA,PARC,"Cherbourg, France"
1851,28 Feb,14:58:00,36.5,28.7,N/A,7.2,N/A,2.0,0.9,3.0,1,N,E,2,N/A,MED,SO1,"Fetiye, South Asia Minor"
1851,29 Feb,00:00:00,37.8,-122.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,"San-Francisco, N. California"
1851,03 Apr,17:00:00,36.2,29.0,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,PAP,"Fetiye, South Asia Minor"
1851,04 May,00:00:00,-5.0,130.0,N/A,N/A,N/A,1.5,14.5,N/A,2,L,U,3,N/A,IND,SG1,JAVA/S.JAVA
1851,15 May,16:10:00,37.8,-122.4,N/A,N/A,N/A,N/A,N/A,N/A,2,0,E,1,N/A,CAM,LLK,"Salinas, N.California"
1851,16 May,13:00:00,16.2,-61.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAR,SGN,Guadeloupe
1851,23 May,00:00:00,35.3,27.3,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,2,N/A,MED,SO1,Dodecanese Isl.
1851,26 May,18:14:00,-27.0,-71.6,N/A,7.2,N/A,2.0,3.0,1.6,2,M,E,4,N/A,SAM,SG2,"Caldera, North Central Chile"
1851,28 Jul,18:33:00,43.75,10.3,N/A,4.1,N/A,1.0,N/A,2.0,0,0,E,1,N/A,MED,SO1,N/A
1851,12 Oct,07:00:00,40.7,19.7,N/A,6.6,N/A,2.0,0.9,3.0,1,N,E,3,N/A,MED,PAP,Albania
1851,13 Nov,02:51:00,40.0,-122.0,N/A,N/A,N/A,N/A,N/A,N/A,2,0,E,1,N/A,CAM,LLO,N. CALIFORNIA
1851,16 Dec,00:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,U,2,N/A,MED,SO1,N/A
1852,02 Feb,07:30:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,V,2,N/A,MED,SO1,N/A
1852,12 May,02:00:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,2,N/A,MED,PAP,"Smyrna, East Aegian Sea"
1852,26 Jun,07:15:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,SO1,N/A
1852,07 Jul,07:25:00,20.0,-75.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,4,N/A,CAR,LWO,Santiago-de-Cuba
1852,17 Jul,00:00:00,19.5,-75.5,N/A,N/A,N/A,2.0,N/A,N/A,0,0,E,3,N/A,CAR,WWT,"Santiago de Cuba, Cuba"
1852,08 Sep,22:30:00,N/A,N/A,N/A,N/A,N/A,2.0,N/A,3.0,0,0,E,3,N/A,MED,SO1,"Smyrna, East Aegian Sea"
1852,16 Sep,10:30:00,13.9,120.4,N/A,7.5,N/A,1.5,N/A,N/A,0,0,E,2,N/A,PHI,SG1,"Luzon Is., Philippines"
1852,10 Nov,07:30:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,MED,SO1,7
1852,11 Nov,00:00:00,1.5,98.0,N/A,6.8,N/A,N/A,N/A,N/A,0,0,E,1,N/A,IND,SG1,JAVA
1852,19 Nov,00:00:00,-3.7,128.15,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,IND,SG1,"Ambon, Indonesia"
1852,24 Nov,23:00:00,37.82,-122.5,N/A,N/A,N/A,N/A,N/A,N/A,1,0,E,1,N/A,CAM,LLK,"San-Francisco, N. California"
1852,26 Nov,00:00:00,-4.3,129.5,100,8.2,N/A,2.5,8.0,2.0,6,M,E,4,N/A,IND,SG1,INDONESIA:  MALUKU:  BANDANAIR
1852,29 Nov,00:00:00,32.5,-115.5,N/A,7.0,N/A,1.0,N/A,N/A,0,0,E,1,N/A,CAM,SG2,N. MEXICO
1852,04 Dec,00:00:00,17.0,-100.0,N/A,7.0,N/A,N/A,N/A,N/A,1,0,E,2,N/A,CAM,SG2,S. MEXICO
1852,24 Dec,00:00:00,-5.0,130.5,N/A,7.0,N/A,2.0,N/A,N/A,0,0,E,1,N/A,IND,SG1,BANDA SEA
1853,30 Nov,00:00:00,58.64,-137.57,N/A,N/A,N/A,3.0,120.0,7.0,1,L,L,4,N/A,A-A,SG2,"Lituya Bay, Alaska"
1853,08 Apr,17:50:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,ANT,N/A
