year,date,time,latitude,longitude,depth,surface_wave_magnitude,abe_magnitude,intensity,max_height,moment_magnitude,available_observations,damage_code,cause,validity,warning_status,region_code,basic_reference,source_region
1901,09 Aug,18:33:45,40.6,142.3,30,7.9,7.7,0.0,1.2,N/A,3,S,E,4,N/A,JAP,IID,"Off Hachinohe,Sanriku. Japan"
1901,09 Aug,23:38:00,40.4,141.7,33,6.1,N/A,N/A,0.04,-4.0,1,N,E,4,N/A,JAP,IID,Off Hachinohe. Japan
1901,10 Sep,08:30:00,14.0,122.3,33,7.0,N/A,0.0,1.2,N/A,6,S,E,2,N/A,PHI,SG1,E.Luzon Is.Philippines:TAYABA.
1901,30 Dec,22:34:00,52.0,-177.0,33,7.8,N/A,N/A,N/A,N/A,0,0,EV,1,N/A,A-A,LA1,Central Aleutian Islands
1901,31 Dec,09:02:30,51.45,-171.02,25,7.1,N/A,N/A,N/A,N/A,1,0,EV,1,N/A,A-A,LLO,"KENAI, COOK INLET"
1902,18 Jan,23:23:00,14.7,-91.6,50,6.3,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,MOL,"Ocos, Guatemala"
1902,26 Feb,00:00:00,13.5,-89.5,30,7.0,N/A,2.0,N/A,2.0,1,M,E,3,N/A,CAM,MOL,Guatemala-Salvador
1902,19 Apr,02:24:00,14.9,-91.5,30,8.0,N/A,1.0,N/A,1.0,0,0,E,2,N/A,CAM,MOL,"Ocos, Guatemala"
1902,18 May,00:00:00,14.7,-61.2,N/A,N/A,N/A,0.0,N/A,N/A,0,0,V,2,N/A,CAR,LWO,"St. Pirre, Martinique"
1902,05 Jul,14:56:30,40.8,23.1,N/A,6.6,N/A,1.0,N/A,2.0,0,N,E,3,N/A,MED,SO1,"Saloniki, Thermaikos Gulf"
1902,10 Aug,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,MED,GTC,SW England
1902,21 Aug,19:17:00,6.3,123.6,N/A,7.2,N/A,N/A,N/A,N/A,0,0,E,1,N/A,PHI,SG1,CELEBES
1902,30 Aug,21:25:00,14.6,-61.1,N/A,N/A,N/A,0.0,N/A,N/A,0,0,V,4,N/A,CAR,LWO,"Martinique, Fort-de-France"
1903,31 Jan,00:00:00,13.0,145.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,0,N/A,PHI,LLO,GUAM
1903,30 Mar,00:00:00,-3.0,127.5,33,6.5,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,SG1,Banda Sea.Indonesia
1903,13 May,00:00:00,37.8,15.7,33,N/A,N/A,1.0,N/A,2.0,0,0,E,1,N/A,MED,SO1,N/A
1903,02 Jun,13:17:00,57.0,-156.0,100,8.3,N/A,N/A,N/A,N/A,0,0,EV,2,N/A,A-A,LA1,Cook Inlet
1903,16 Jul,00:00:00,16.5,-100.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,V,2,N/A,CAM,SG2,Acapulco
1903,31 Jul,00:00:00,59.7,-153.4,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,A-A,LA1,"Cook Inlet, Alaska"
1903,07 Sep,00:00:00,24.0,121.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,JAP,SG1,Taiwan
1903,26 Sep,00:00:00,-20.2,-70.1,33,N/A,N/A,0.0,N/A,-0.5,1,N,E,2,N/A,SAM,LOC,N.CHILE
1903,06 Oct,06:30:00,20.0,-155.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,M,0,N/A,HAW,LLO,HAWAII
1903,08 Oct,00:00:00,19.0,-155.5,N/A,N/A,N/A,N/A,N/A,N/A,1,0,M,2,N/A,HAW,LLO,Hawaii
1903,17 Nov,00:00:00,20.0,-155.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,M,1,N/A,HAW,LLO,HAWAII
1903,24 Nov,00:00:00,20.0,-155.0,N/A,N/A,N/A,N/A,N/A,N/A,1,0,M,0,N/A,HAW,LLO,HAWAII
1903,29 Nov,00:00:00,21.5,-157.0,N/A,N/A,N/A,3.0,15.7,N/A,3,L,M,4,N/A,HAW,LLO,Hawaii
1903,07 Dec,14:44:00,-28.5,-71.0,33,6.5,N/A,0.0,N/A,-0.5,1,N,E,3,N/A,SAM,LOC,N.Central CHILE
1904,20 Jan,14:52:00,7.0,-79.0,33,7.7,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Costa Rica-Panama
1904,02 Feb,00:00:00,1.06,120.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,IND,SG1,"Tolitoli, Sulawesi, Indonesia"
1904,17 Mar,04:20:00,47.54,-124.37,33,N/A,N/A,N/A,N/A,N/A,0,0,U,0,N/A,CAM,LLK,Washington-Oregon
1904,30 Mar,00:00:00,47.5,-124.5,N/A,N/A,N/A,N/A,N/A,N/A,5,0,U,0,N/A,CAM,LLK,Washington-Oregon
1904,25 Jun,21:00:37,52.86,160.45,30,8.1,N/A,0.5,N/A,N/A,0,0,E,4,N/A,K-K,SOL,Kamchatka
1904,05 Jul,00:00:00,-3.6,128.6,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,1,N/A,IND,SG1,"Saparua Is., BANDA"
1904,07 Aug,22:49:00,-42.0,179.0,33,7.2,N/A,N/A,3.0,N/A,2,0,E,2,N/A,NZT,FRA,"NEW ZEALAND, CAPE TURNAGA"
1904,07 Sep,00:00:00,-8.0,109.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,IND,SG1,"Chilaiap, S.JAVA"
1904,23 Oct,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,BAL,PARC,South Baltic countries
1904,20 Dec,05:42:00,9.2,-82.8,N/A,7.5,N/A,N/A,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Panama, Costa Rica"
1905,30 Nov,00:00:00,-13.5,-172.4,0,N/A,N/A,N/A,N/A,N/A,0,0,V,2,N/A,NZT,SG2,"Samoa, Savaii Island"
1905,15 Jan,23:00:00,61.87,6.83,N/A,N/A,N/A,2.0,40.0,N/A,1,0,L,3,N/A,NEA,PARC,"Bodal and Nesdal, Loen, Norway"
1905,20 Jan,02:32:30,39.6,22.85,N/A,6.3,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,West Aegian Sea
1905,20 Jan,18:23:00,9.85,-84.7,45,6.8,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,MOL,"Coco Is., Costa Rica"
1905,04 Jul,00:00:00,59.5,-139.8,N/A,N/A,N/A,2.5,35.0,5.0,2,L,L,4,N/A,A-A,LA1,"Russell Fjord, SE Alaska"
1905,06 Jul,16:21:00,38.5,142.5,40,7.8,N/A,N/A,N/A,N/A,1,S,E,3,N/A,JAP,IID,"Off Fukushima Pref., Japan"
1905,08 Sep,01:43:00,38.7,16.05,N/A,6.9,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,GTC,Tirrehenian Calabria
1905,04 Oct,22:29:00,44.7,37.4,N/A,5.1,N/A,1.0,N/A,N/A,0,0,E,3,N/A,BLA,NIK1,"Black Sea NE coast, Anapa"
1905,08 Dec,00:00:00,11.0,123.5,33,6.5,N/A,N/A,N/A,N/A,0,0,E,1,N/A,PHI,SG1,"Luzon Is., Philippines"
1906,31 Jan,15:36:10,0.96,-79.37,25,8.6,8.7,3.0,5.0,1.0,12,M,E,4,N/A,SAM,SG2,"Tumaco, Colombia-Ecuador"
1906,07 Feb,00:00:00,1.0,-81.0,N/A,N/A,N/A,0.5,N/A,0.0,0,0,E,2,N/A,SAM,SG2,Columbia-Ecuador
1906,04 Apr,00:00:00,40.8,14.24,N/A,N/A,N/A,2.0,N/A,3.0,0,0,V,2,N/A,MED,SO1,"Campania, Naple Gulf"
1906,18 Apr,13:12:27,38.76,-122.4,10,8.2,N/A,-2.0,0.1,0.1,1,N,E,3,N/A,CAM,LLK,San Andreas
1906,07 May,00:00:00,-18.5,-70.3,33,N/A,N/A,0.0,1.5,0.6,4,S,E,2,N/A,SAM,SG2,Peru-N.CHILE
1906,01 Jun,04:30:00,0.0,145.0,33,7.5,N/A,N/A,N/A,N/A,0,0,U,1,N/A,NGS,SG1,MARSHALL IS.
1906,01 Jul,00:00:00,9.3,166.6,N/A,N/A,N/A,N/A,N/A,N/A,1,0,U,0,N/A,PHI,SG1,Marshall Is.
1906,07 Aug,00:00:00,33.0,-117.0,N/A,N/A,N/A,-3.0,0.1,N/A,1,N,U,2,N/A,CAM,LLK,CALIFORNIA
1906,17 Aug,00:40:00,-33.0,-72.0,25,8.4,8.4,2.0,3.6,1.8,29,M,E,4,N/A,SAM,SG2,"Valparaiso, Central Chile"
1906,14 Sep,16:04:00,-7.0,149.0,33,8.1,N/A,1.5,1.5,N/A,8,S,E,4,N/A,NGS,ICP,New Britain
1906,28 Sep,15:24:00,-6.2,-77.5,150,7.9,N/A,N/A,N/A,N/A,0,0,E,1,N/A,SAM,WWT,SAMOA ISLANDS
1906,02 Oct,01:50:00,-4.0,149.0,60,7.6,N/A,1.5,1.3,N/A,2,S,E,3,N/A,NGS,ICP,New Ireland
1906,06 Nov,00:00:00,46.0,-125.0,33,N/A,N/A,N/A,N/A,N/A,1,0,M,0,N/A,CAM,LLK,Washington-Oregon
1906,28 Nov,20:58:00,-19.0,-172.0,33,7.0,N/A,N/A,N/A,N/A,0,0,E,3,N/A,NZT,LOCS,Samoa Islands
1906,26 Dec,06:53:00,-18.0,-71.0,60,7.9,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,PERU - N. CHILE
1907,04 Jan,05:19:11,1.87,94.21,15,7.6,N/A,2.0,N/A,N/A,0,0,E,4,N/A,IND,WWT,SW.Sumatra.Indonesia
1907,14 Jan,21:36:00,18.2,-76.7,N/A,7.0,N/A,2.0,9.1,N/A,8,M,E,4,N/A,CAR,LWO,"Anotto Bay, Jamaica"
1907,30 Mar,00:00:00,3.0,122.0,500,7.2,N/A,1.5,4.0,N/A,1,M,E,1,N/A,IND,SG1,Celebes Sea.Indonesia
1907,15 Apr,06:08:25,16.51,-97.3,30,8.2,N/A,1.0,2.0,N/A,1,S,E,3,N/A,CAM,SG2,Mexico
1907,07 May,10:16:00,-2.8,144.5,33,7.1,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NGS,EV1,"Bismark Sea, New Guinea"
1907,24 Sep,12:58:00,59.5,-135.2,33,5.5,N/A,N/A,N/A,N/A,2,0,L,3,N/A,A-A,SG2,"Linn-Chanal Bay, S.Alaska"
1907,06 Oct,00:00:00,-13.5,-172.5,N/A,N/A,N/A,N/A,N/A,N/A,1,0,V,4,N/A,NZT,LLO,"Sawai'i Is., Samoa"
1907,23 Oct,21:28:00,38.02,16.01,N/A,5.9,N/A,2.0,N/A,3.0,0,0,E,4,N/A,MED,GTC,Ionian Calabria
1907,15 Dec,17:35:00,-3.1,142.5,33,7.3,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NGS,WWT,Bismarck Sea.New Guinea
1908,01 Jan,00:00:00,-21.2,-175.5,33,N/A,N/A,0.5,N/A,N/A,0,0,V,2,N/A,NZT,SG2,Tonga Islands
1908,06 Feb,00:00:00,-2.0,100.0,130,7.5,N/A,1.0,N/A,N/A,0,0,E,3,N/A,IND,SG1,SW.Sumatra
1908,14 Feb,11:25:00,61.0,-146.2,N/A,6.0,N/A,N/A,N/A,N/A,1,0,EL,2,N/A,A-A,SG2,ALASKA GULF
1908,23 Mar,02:16:00,-10.0,129.0,33,6.6,N/A,N/A,N/A,N/A,0,0,E,0,N/A,IND,SG1,INDONESIA
1908,31 May,00:00:00,44.0,34.0,N/A,6.5,N/A,N/A,N/A,N/A,0,0,E,0,N/A,MED,GTC,Crimea
1908,21 Sep,06:31:00,19.4,-154.9,33,6.8,N/A,0.0,1.2,N/A,1,S,E,4,N/A,HAW,LLO,Hawaii
1908,12 Dec,12:08:00,-14.0,-78.0,60,8.2,N/A,1.0,N/A,N/A,0,S,E,2,N/A,SAM,LOC,PERU
1908,28 Dec,05:20:27,38.2,15.7,10,7.2,N/A,3.0,11.7,6.0,25,S,E,4,N/A,MED,GTC,Mesina Strait
1909,12 Mar,23:19:00,34.5,141.5,50,6.7,N/A,N/A,N/A,N/A,0,0,E,4,N/A,JAP,IID,Off Boso Penin.. Japan
1909,13 Mar,14:29:00,35.6,141.0,80,7.5,N/A,N/A,N/A,N/A,1,0,E,4,N/A,JAP,IID,Off Boso Penin.. Japan
1909,08 Apr,00:00:00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,NIK1,"Indokopas Cape, Black Sea"
1909,03 Jun,18:41:00,-2.0,101.0,40,7.7,N/A,1.0,N/A,N/A,0,M,E,2,N/A,IND,SG1,Sumatra Fault
1909,08 Jun,05:46:00,-26.5,-70.5,60,7.6,N/A,N/A,N/A,N/A,0,0,E,0,N/A,SAM,SG2,N. CHILE
1909,30 Jul,10:51:51,16.47,-99.43,33,7.4,N/A,N/A,9.0,N/A,1,0,E,2,N/A,CAM,SG2,S.Mexico
1909,14 Aug,06:30:00,35.4,136.3,33,6.9,N/A,0.0,1.8,1.0,2,S,E,4,N/A,JAP,IID,"Anegawa, Shiga Pref.. Japan"
1909,22 Sep,00:00:00,29.5,-92.0,N/A,N/A,N/A,2.0,N/A,N/A,0,0,L,3,N/A,NWA,LWL,"Vermillion, Louisiana"
1909,09 Dec,23:28:00,12.0,144.5,100,7.1,N/A,N/A,N/A,N/A,0,0,E,4,N/A,PHI,PDE,"GUAM, PACIFIC"
1910,25 Feb,00:00:00,-4.2,152.2,33,6.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,NGS,EV1,"New Britain, Rabaul"
1910,21 Nov,12:45:00,38.0,-122.0,N/A,N/A,N/A,-1.5,0.3,-1.5,1,N,M,0,N/A,CAM,LLK,N.CALIFORNIA
1910,18 Dec,00:00:00,4.0,127.0,33,6.7,N/A,-1.0,N/A,N/A,0,0,E,2,N/A,IND,SG1,Sulamesi-N.Moluccas.Indonesia
1910,30 Dec,00:00:00,9.0,125.5,60,6.2,N/A,1.0,N/A,N/A,0,0,E,1,N/A,PHI,SG1,S.CHINA-SULU-CELEBES SEA
1911,27 Jan,00:00:00,14.0,121.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,4,N/A,PHI,WWT,"TAAL, LUZON, PHILIPPINES"
1911,18 Feb,21:35:12,40.9,20.8,N/A,6.7,N/A,1.0,N/A,2.0,0,0,E,3,N/A,MED,PAP,Orchida Lake
1911,08 May,00:00:00,-4.2,152.2,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NGS,SG1,"Blanche Bay, New Britain"
1911,11 May,00:00:00,5.4,-0.75,N/A,N/A,N/A,1.0,N/A,N/A,0,S,E,2,N/A,NEA,BR2,"Lome, Gold Coast, Africa"
1911,15 Jun,14:25:05,29.05,128.78,100,7.9,N/A,1.0,N/A,N/A,0,M,E,4,N/A,JAP,IID,"Amami-Oshima,Ryukyu tr.. Japan"
1911,12 Jul,04:07:38,8.55,127.1,15,7.7,N/A,N/A,N/A,N/A,0,0,E,1,N/A,PHI,SG1,PHILIPPINE TRENCH
1911,15 Sep,13:10:00,-20.0,-72.0,33,7.2,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,N. CHILE
1911,22 Sep,05:01:24,60.5,-149.0,60,6.9,N/A,0.5,N/A,N/A,2,0,EL,1,N/A,A-A,LA1,ALASKA GULF
1911,03 Nov,00:00:00,10.0,-61.4,N/A,N/A,N/A,1.0,N/A,N/A,0,0,V,4,N/A,CAR,LWO,"Trinidad, British West Indies"
1912,24 Jan,16:22:51,38.1,20.65,N/A,6.8,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,PAP,Ionian Sea
1912,08 Jun,04:42:00,40.5,142.0,100,6.6,N/A,N/A,N/A,-1.0,1,0,E,3,N/A,JAP,IID,"E.Aomori Pref.,Sanriku. Japan"
1912,09 Aug,01:29:03,40.64,27.02,15,7.6,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,SO1,N/A
1912,31 Oct,17:24:00,9.5,138.0,33,7.0,N/A,N/A,N/A,N/A,0,0,E,1,N/A,PHI,SG1,"Yap Is., Caroline Islands"
1912,06 Dec,00:00:00,9.5,138.0,N/A,7.0,N/A,0.5,N/A,0.0,0,0,E,1,N/A,PHI,SG1,"Yap Is., Caroline Islands"
1913,22 Feb,02:36:00,-41.8,171.5,33,6.8,N/A,0.5,1.5,0.0,2,S,E,3,N/A,NZT,SG2,"NEW ZEALAND, Tasman Sea"
1913,14 Mar,08:45:04,5.35,126.12,15,7.9,N/A,N/A,N/A,N/A,0,0,E,0,N/A,PHI,SG1,Molucca Pasage
1913,24 Mar,00:00:00,27.5,53.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,MED,SO1,N/A
1913,28 Jul,05:39:00,-17.0,-74.0,N/A,7.0,N/A,0.0,N/A,N/A,1,N,E,1,N/A,SAM,LOC,PERU
1913,06 Aug,22:14:37,-16.47,-73.82,25,7.9,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,PERU
1913,09 Sep,00:00:00,39.3,-74.5,N/A,N/A,N/A,2.0,N/A,N/A,0,0,L,3,N/A,NWA,LWL,"Longport, New Jersy"
1913,02 Oct,00:00:00,9.3,-79.9,N/A,N/A,N/A,-2.0,N/A,N/A,0,0,U,2,N/A,CAR,PARC,"Gatun, Panama"
1913,02 Oct,04:23:00,7.1,-80.6,30,7.0,N/A,0.0,N/A,N/A,0,0,E,2,N/A,CAM,MOL,"Azyero Pen., Panama"
1913,11 Oct,04:06:00,-7.0,148.0,33,7.8,8.0,N/A,0.1,1.0,2,N,E,4,N/A,NGS,SG1,New Guinea
1914,12 Jan,00:00:00,-12.0,-76.6,33,N/A,N/A,1.5,N/A,N/A,1,S,E,4,N/A,SAM,LOC,PERU
1914,12 Jan,09:28:00,31.6,130.6,33,7.1,N/A,1.5,3.0,1.0,3,M,V,4,N/A,JAP,IID,"Kagoshima Bay,Seikaido. Japan"
1914,15 Jan,04:28:00,43.5,10.2,N/A,N/A,N/A,1.0,N/A,2.0,0,0,E,1,N/A,MED,SO1,N/A
1914,26 Feb,04:58:00,-17.9,-68.0,N/A,7.2,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,SG2,PERU
1914,26 May,14:22:47,-1.83,136.94,15,7.9,N/A,2.0,0.1,1.0,1,N,E,4,N/A,NGS,SG1,N.West Iran.Indonesia
1914,28 May,00:00:00,9.4,-80.0,N/A,N/A,N/A,-1.0,N/A,N/A,0,0,U,2,N/A,CAR,PARC,"Gatum, Panama"
1914,25 Jun,19:07:25,-3.92,101.82,35,7.6,N/A,N/A,N/A,N/A,0,S,E,0,N/A,IND,SGN,Sumatra
1914,27 Nov,14:39:46,38.8,20.6,N/A,6.3,N/A,2.0,3.4,4.0,1,M,E,1,N/A,MED,GTC,Ionian Sea
1914,03 Dec,22:30:00,-3.7,128.16,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,2,N/A,IND,SG1,"Ambon, Maluku, Indonesia"
1915,27 Jan,01:09:56,N/A,N/A,N/A,6.6,N/A,N/A,N/A,N/A,0,0,E,2,N/A,MED,PAP,Ionian Sea
1915,11 Feb,00:00:00,-14.2,-169.6,N/A,N/A,N/A,1.0,2.4,N/A,1,S,U,1,N/A,NZT,LLO,"Manua Is., American Samoa"
1915,01 May,05:00:10,48.36,155.16,30,8.3,N/A,N/A,N/A,N/A,0,0,E,2,N/A,K-K,KOS,"Matua I., N. Islands"
1915,23 May,05:50:00,-4.0,133.43,N/A,N/A,N/A,0.0,N/A,N/A,0,0,E,1,N/A,NGS,SG1,"Kaimana, Irian Jaya, Indonesia"
1915,26 Jul,00:00:00,-3.5,102.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,IND,SG1,"Lais, Sumatra Is., Indonesia"
1915,02 Aug,00:00:00,-5.0,155.0,N/A,N/A,N/A,2.5,N/A,N/A,0,0,U,4,N/A,NGS,SG1,W.SOLOMON SEA
1915,07 Aug,15:04:03,38.5,20.7,14,6.7,N/A,2.0,0.8,3.0,1,N,E,2,N/A,MED,SO1,Ionian Sea
1915,07 Sep,01:20:00,13.5,-89.5,80,7.9,N/A,0.5,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Guatemala-Nicaragua
1915,01 Nov,07:23:53,38.59,143.02,30,7.7,N/A,0.0,1.0,N/A,2,S,E,4,N/A,JAP,IID,"Off Miyagi Pref,Sanricu. Japan"
1915,06 Nov,00:00:00,-1.0,136.0,N/A,6.0,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NGS,WWT,NW.IRIAN
1915,19 Nov,00:00:00,18.0,119.5,33,6.4,N/A,0.5,N/A,N/A,0,0,E,2,N/A,PHI,SG1,W.Luzon Island.Philippines
1915,26 Nov,00:00:00,9.4,-80.0,N/A,N/A,N/A,-2.0,N/A,N/A,0,0,U,2,N/A,CAR,PARC,"Gatun, Panama"
1916,01 Jan,13:20:49,-4.74,152.55,35,7.9,N/A,2.0,1.5,N/A,1,S,E,3,N/A,NGS,SG1,Solomon Islands
1916,31 Jan,00:00:00,8.95,-79.54,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,SG2,Panama
1916,26 Apr,02:21:52,9.2,-83.1,N/A,7.5,N/A,1.0,1.2,N/A,1,0,E,4,N/A,CAR,LWO,"Panama, Costa Rica"
1916,03 Jul,23:21:41,38.8,15.2,N/A,N/A,N/A,2.0,N/A,4.0,0,0,E,4,N/A,MED,GTC,"Stromboli, Aeolian Isl."
1916,30 Jul,00:00:00,10.5,-67.8,N/A,N/A,N/A,N/A,N/A,N/A,0,0,E,3,N/A,CAR,LWO,"Ocumare de la Costa, Venezuela"
1917,21 Jan,00:00:00,-8.0,115.4,33,6.5,N/A,N/A,N/A,N/A,0,L,E,3,N/A,IND,SG1,Bali Island.Indonesia
1917,25 Jan,00:00:00,24.5,118.0,N/A,6.3,N/A,1.0,N/A,N/A,1,S,E,4,N/A,JAP,SG1,South China Sea
1917,30 Jan,02:45:40,56.14,163.17,20,7.8,N/A,N/A,N/A,N/A,0,0,E,3,N/A,K-K,SGN,"Kamchatka pen.,USSR"
1917,31 Jan,04:02:00,5.6,124.8,33,6.4,N/A,N/A,N/A,N/A,0,S,E,3,N/A,PHI,SG1,Sulu-Celebes Seas.PHILIPPINES
1917,16 Mar,00:00:00,-3.62,115.92,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,IND,SG1,"Kalimantan, Indonesia"
1917,01 May,18:26:20,-31.08,-176.46,15,7.9,8.0,3.0,12.0,3.3,4,L,E,4,N/A,NZT,SG2,Kermadec Islands
1917,06 May,12:19:00,23.2,121.6,33,5.8,N/A,-0.5,0.5,0.0,1,N,E,4,N/A,JAP,SG1,E.China Sea
1917,26 Jun,05:49:46,-14.74,-173.56,15,8.3,8.0,2.0,12.0,3.5,6,L,E,4,N/A,NZT,SG2,Samoa Islands(TONGA ISLANDS)
1917,29 Jul,21:52:32,-3.69,141.57,35,7.7,N/A,0.0,0.9,0.0,1,N,E,2,N/A,NGS,WWT,Bismarck Sea.New Guinea
1917,23 Aug,00:00:00,-3.58,128.6,N/A,N/A,N/A,1.0,N/A,N/A,0,0,U,2,N/A,IND,SG1,"Saparua Is., Banda Sea, Indone"
1917,16 Nov,03:19:00,-29.0,-177.5,60,7.5,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NZT,SG2,Kermadec Islands
1917,06 Dec,00:00:00,44.67,-63.61,N/A,N/A,N/A,1.0,12.0,3.5,1,0,E,4,N/A,NWA,MUR2,"Halifax, Nova Scotia, Canada"
1918,13 Feb,06:07:18,23.58,117.1,15,7.5,N/A,N/A,N/A,-1.0,0,0,E,4,N/A,JAP,IID,Southern China
1918,20 May,17:55:07,-29.29,-71.86,20,7.9,N/A,N/A,N/A,N/A,0,0,E,2,N/A,SAM,LOC,N. CENTRAL CHILE
1918,03 Jul,06:52:08,-3.21,143.4,15,7.4,N/A,N/A,N/A,N/A,0,0,E,2,N/A,IND,KR98,Papua New Guinea
1918,18 Jul,00:00:00,3.1,125.5,N/A,N/A,N/A,N/A,N/A,N/A,0,0,V,1,N/A,IND,SG1,"BANUA WUHU, INDONESIA"
1918,15 Aug,12:18:21,5.97,124.38,20,8.3,8.2,2.5,7.0,2.5,14,L,E,4,N/A,PHI,SG1,"Celebes Sea.Indonesia,Mindanao"
1918,07 Sep,17:16:23,45.73,150.653,40,8.2,8.7,3.0,12.0,3.6,24,L,E,4,N/A,K-K,SOL,"E.Urup,S.Kuril Islands"
1918,11 Oct,14:14:42,18.8,-67.22,15,7.5,N/A,2.5,6.0,N/A,20,M,E,4,N/A,CAR,LWO,"Aguadilla, Puerto Rica"
1918,24 Oct,03:42:50,18.5,-67.5,N/A,N/A,N/A,1.5,N/A,N/A,0,S,EL,3,N/A,CAR,LWO,"Puerto Rico, Mona Passage"
1918,25 Oct,00:00:00,30.0,-94.5,N/A,N/A,N/A,1.0,0.1,N/A,1,0,U,2,N/A,CAR,BR4,Galveston. Texas
1918,08 Nov,04:38:09,44.89,151.9,15,7.9,N/A,0.5,2.0,N/A,3,S,E,4,N/A,K-K,SOL,"Urup Is., South Kuriles"
1918,04 Dec,11:47:50,-26.54,-70.61,40,7.8,N/A,2.0,5.0,2.3,2,M,E,4,N/A,SAM,LOC,"Caldera, North Central Chile"
1919,01 Jan,01:33:49,6.82,126.53,35,7.4,N/A,N/A,0.9,-1.0,3,0,E,1,N/A,PHI,IID,Philippines
1919,01 Jan,02:59:48,-18.12,-178.48,15,8.3,N/A,N/A,N/A,N/A,0,0,E,1,N/A,NZT,SG2,TONGA TRENCH
1919,09 Apr,00:00:00,19.2,-156.0,N/A,N/A,N/A,N/A,N/A,N/A,0,0,VL,2,N/A,HAW,SG2,Hawaii Island
1919,30 Apr,07:17:17,-18.35,-172.52,25,8.3,8.4,1.5,2.5,1.0,7,S,E,4,N/A,NZT,ICP,Tonga Islands
1919,06 May,19:41:14,-4.85,153.71,35,8.1,N/A,1.0,2.5,1.0,1,S,E,3,N/A,NGS,SG1,Solomon Islands
1919,22 May,17:45:00,38.8,15.2,10,N/A,N/A,2.0,N/A,3.0,0,0,V,4,N/A,MED,GTC,"Stromboly, Aeolian Isl."
1919,29 Jun,23:14:13,12.33,-88.29,20,6.7,N/A,N/A,N/A,N/A,0,0,E,1,N/A,CAM,MOL,"Corinto, Nicaragua"
1919,02 Oct,00:00:00,19.5,-156.0,N/A,N/A,N/A,1.0,4.3,1.0,4,M,VL,4,N/A,HAW,LLO,SW Hawaii Is.
1919,22 Oct,06:06:00,41.23,12.35,10,5.6,N/A,N/A,N/A,N/A,0,0,E,0,N/A,MED,SO1,N/A
1919,12 Dec,00:00:00,11.0,-85.7,N/A,N/A,N/A,N/A,N/A,N/A,0,0,U,1,N/A,CAM,MOL,"El Ostial, Nicaragua"
1919,25 Dec,21:42:20,44.7,35.6,24,6.2,N/A,0.0,N/A,N/A,0,0,EM,1,N/A,BLA,N/A,"Black Sea, Crimea coast"
1920,29 Jan,00:00:00,0.86,122.92,N/A,N/A,N/A,N/A,2.0,N/A,1,0,E,1,N/A,IND,SG1,"Kuandang, Sulawesi, Indonesia"
1920,02 Feb,11:22:24,-4.97,152.0,35,7.7,N/A,N/A,N/A,N/A,0,0,E,2,N/A,NGS,WWT,New Britain
1920,20 Aug,16:15:41,-38.06,-73.02,15,7.0,N/A,1.0,N/A,N/A,0,S,E,2,N/A,SAM,SG2,"Talcahuano, South Central Chil"
